driverId,coef,scaled_coef
1,4.092726599204289,0.0025065481625019875
2,9.060547849756858,0.0055490390119107445
3,7.03611999653878,0.004309199068390409
4,6.863627615159878,0.00420355788979936
5,12.51200129890951,0.007662846052580577
6,12.877808651865685,0.00788688099020878
7,12.933436633295344,0.007920949773269763
8,6.919267466526158,0.0042376339424805105
9,10.102772301199117,0.00618733861985063
10,14.446116818195136,0.008847375139345012
11,12.272513982860428,0.0075161745177406815
12,11.145161206810346,0.006825738946048882
13,7.947053211109463,0.004867090713434106
14,6.540364180667332,0.004005578535916082
15,10.170539344853951,0.0062288418462777845
16,13.138968841892735,0.008046825853019367
17,7.291152062868304,0.00446539082509403
18,8.09732420788157,0.004959122634381305
19,14.976826822281982,0.009172403003611326
20,5.949614274396139,0.0036437798532603267
21,8.928318462054811,0.005468056488221582
22,7.765323463546142,0.0047557922052671175
23,6.954864024385346,0.004259434686930602
24,14.50883260715877,0.008885784776973193
25,9.024430065380272,0.005526919047659925
26,13.025648837106743,0.00797742418572347
27,14.709800742820605,0.00900886563736161
29,18.04721651102019,0.011052831477374533
30,4.4055823580831905,0.0026981534428787758
31,4.920113830120085,0.0030132729321782235
32,11.912453990622186,0.007295659491862649
33,14.056896343700458,0.008609001077089676
34,13.677831250527905,0.008376846573306054
35,7.740361425277105,0.004740504462575552
36,17.467961548456945,0.01069807275434736
37,13.034108142456068,0.007982604999971731
38,14.746748410486044,0.009031493855067026
39,17.87900235015189,0.01094981045077744
40,15.087806336846555,0.009240371261828544
41,10.58922453021397,0.006485261266581842
42,10.586627783541699,0.0064836709158847955
43,10.586277872381281,0.0064834566164062146
44,9.444847910469132,0.005784399617531221
45,15.362302643031214,0.0094084836913308
46,16.582442821463747,0.01015574594990422
47,14.220378281350829,0.008709123902420709
48,12.043397155773084,0.007375854281826139
49,7.23111793157312,0.004428623541026093
50,11.236505227260102,0.006881681648563727
51,13.275904581805058,0.008130690733542981
52,12.463039333357216,0.007632859802140236
53,13.519923934526975,0.008280137867465624
54,10.948122172859694,0.006705064423449157
55,7.005783227608557,0.004290619627380819
56,6.705062445651468,0.0041064462883683255
57,5.1616488143203485,0.0031611985402422516
58,13.399753933001591,0.0082065409903691
59,12.129216812305781,0.007428413644679843
60,13.1933475593333,0.008080129537244539
61,13.71009558289732,0.008396606530648583
62,12.871457314795382,0.007882991179375558
63,9.37243174992332,0.005740049087450163
64,10.063821400973687,0.006163483543040263
65,8.491468846476492,0.00520051245011495
66,11.579618495330909,0.007091817828141454
67,12.645127570129192,0.00774437786332291
68,12.389538584008495,0.007587845026841447
69,12.320818560887576,0.007545758157976489
70,10.992113163834405,0.006732006251817498
71,5.195982852911105,0.0031822260677975165
73,11.698238895364584,0.0071644656677986324
74,13.147983560196801,0.00805234682419905
75,11.222136014297273,0.006872881372396836
76,10.643552875221463,0.006518534100730299
77,5.685798423716777,0.0034822085584936993
78,11.803107021499102,0.0072286910692507126
79,11.581485751592805,0.00709296140996612
81,10.975559473808861,0.006721868115220682
82,11.333029339509432,0.006940796844834774
83,11.448209517686916,0.007011337756124464
84,7.892775337533575,0.004833848789992993
85,10.477874593500673,0.006417066147142959
86,13.336895752742063,0.008168044146661443
153,12.766661257463195,0.007818809915717605
154,11.730605777899466,0.007184288430931528
155,11.524514856510585,0.007058070173299544
807,10.579726257276143,0.006479444147357733
808,13.594505266951135,0.008325814434715698
810,18.279345435478984,0.011194996441234782
811,14.55576186227098,0.008914526114885179
812,17.922780292026637,0.0109766217994235
813,13.474896589100226,0.00825256133450989
814,11.265799410608489,0.006899622568794795
815,8.795379550385844,0.005386639423902248
816,18.56254848087948,0.01136844122330295
817,8.990510738773082,0.005506145506178536
818,12.59167377766935,0.007711640639855545
819,17.97218674644439,0.01100688027248169
820,18.02222071931091,0.011037523062736879
821,14.621737993851191,0.008954932515697175
822,7.391607172517768,0.0045269135201489
823,18.045021403199243,0.011051487106246455
824,17.243630207247943,0.010560683339865495
825,13.030428965422828,0.007980351725972442
826,11.285785297654304,0.006911862719031168
828,14.583306589348194,0.008931395598680022
829,16.78516937003662,0.010279903732130499
830,4.443479686368393,0.0027213632704288196
831,13.759188077564833,0.00842667272229828
832,8.374030007845443,0.005128588245543295
833,16.171748365729037,0.009904220369482667
834,16.001220360971775,0.009799782253078178
835,13.940490228126976,0.00853770935309535
836,15.6847564315132,0.009605967185871693
837,18.971752155548174,0.011619053790247755
838,12.730064708179249,0.007796396736840858
839,10.027317500522148,0.006141127105984645
840,11.77524563433362,0.007211627650253223
841,14.054949701312237,0.008607808876051328
842,10.548045463965769,0.006460041572488901
843,13.993088651146431,0.008569922714377669
844,6.655736056444178,0.00407623685042189
845,15.487415685050484,0.009485107882558087
846,8.796104599193974,0.005387083472561178
847,11.232359720709555,0.006879142775864795
848,10.748454266369578,0.006582779874996611
849,16.074699326471748,0.009844783687083643
850,18.849355351975674,0.01154409313122147
851,17.043659659482596,0.010438213441887655
852,13.130859097696018,0.008041859123891016
853,18.428150193558192,0.011286130379428334
854,15.696172297333419,0.00961295871506414
855,13.768432411316015,0.008432334319088568
856,15.502516079388386,0.009494355963211234
857,11.913939448976436,0.007296569245499514
858,16.56354256328831,0.010144170681864163
